Primary Key,Incident Number,Report Type,Report Type Description,Incident Status Code,Incident Status Description,Investigation Status,Incident Occurred,Incident Reported,Incident Location,ZIP,RPA,Zone,Location Code,Location Description,Offense Number,Offense NIBRS,Offense Description,Weapon Primary,Weapon Description,Victim Number,Domestic Related,Victim Type,Victim Description,Victim Gender,Victim Race,Victim Ethnicity,Victim County Resident,Latitude,Longitude,Mapped Location,grid
20180651763_11,20180651763,D,DISPATCHED,O,OPEN,Open,7/29/2018 21:00,7/29/2018 22:16,BREVARD CT,,,,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.09,-86.71,"(36.09, -86.71)",2355
20180558693_11,20180558693,D,DISPATCHED,A,CLEARED BY ARREST,Closed,6/28/2018 5:00,6/28/2018 6:05,0 S 14TH ST,37206,1239,213,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.177,-86.746,"(36.177, -86.746)",2024
20180399235_11,20180399235,D,DISPATCHED,O,OPEN,Open,5/5/2018 15:35,5/5/2018 16:25,14TH AVE S,,,,22,"RESIDENCE, HOME",1,13A,AGGRAV ASSLT - NONFAMILY-WEAPON,6,LETHAL/CUTTING INSTRUMENT,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.14,-86.79,"(36.14, -86.79)",1644
20180505130_11,20180505130,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,6/9/2018 21:00,6/10/2018 20:54,2900 LERA JONES DR,37013,8981,535,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.077,-86.617,"(36.077, -86.617)",3065
20180467903_14,20180467903,D,DISPATCHED,O,OPEN,Open,5/28/2018 20:45,5/28/2018 21:57,REEVES RD,,,,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",1,HANDGUN,4,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.07,-86.67,"(36.07, -86.67)",2702
20180249327_11,20180249327,D,DISPATCHED,A,CLEARED BY ARREST,Closed,3/18/2018 6:55,3/18/2018 7:51,2000 S HAMILTON RD,37218,3161,625,20,"PARKING LOT, GARAGE",1,13A,AGGRAV ASSLT - NONFAMILY-WEAPON,15,OTHER,1,No,I,INDIVIDUAL (18 AND OVER),M,A,Non-Hispanic,RESIDENT,36.193,-86.832,"(36.193, -86.832)",1299
20180462442_11,20180462442,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,5/26/2018 15:00,5/26/2018 15:55,2100 W RICHMOND HILL DR,37207,3029,621,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.236,-86.791,"(36.236, -86.791)",1627
20180424995_11,20180424995,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,5/14/2018 5:50,5/14/2018 6:20,800 ZERMATT AVE,37211,8651,835,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.044,-86.72,"(36.044, -86.72)",2305
20180574792_11,20180574792,D,DISPATCHED,A,CLEARED BY ARREST,Closed,7/3/2018 9:00,7/3/2018 10:53,5500 SCRUGGS LN,37115,3007,621,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.206,-86.781,"(36.206, -86.781)",1694
20180580601_11,20180580601,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/4/2018 21:00,7/5/2018 10:47,300 11TH AVE S,37203,4019,423,5,"COMMERCIAL, OFFICE BUILDING",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.154,-86.784,"(36.154, -86.784)",1703
20180363176_11,20180363176,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,4/23/2018 21:00,4/23/2018 21:47,1000 32ND AVE N,37209,4557,613,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,6,LETHAL/CUTTING INSTRUMENT,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.164,-86.825,"(36.164, -86.825)",1359
20180468278_11,20180468278,D,DISPATCHED,A,CLEARED BY ARREST,Closed,5/28/2018 23:22,5/29/2018 2:40,2400 BRICK CHURCH PIKE,37207,3021,621,14,"HOTEL, MOTEL, ETC.",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,15,OTHER,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.209,-86.778,"(36.209, -86.778)",1757
20180530157_11,20180530157,D,DISPATCHED,A,CLEARED BY ARREST,Closed,6/19/2018 6:52,6/19/2018 8:05,1100 COTTAGE VIEW LN,37013,,,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.056,-86.61,"(36.056, -86.61)",3116
20180532487_11,20180532487,D,DISPATCHED,O,OPEN,Open,6/19/2018 13:30,6/19/2018 23:37,ENVIOUS LN,,,,41,Auto Dealership New/Used,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.14,-86.7,"(36.14, -86.7)",2462
20180389909_11,20180389909,D,DISPATCHED,O,OPEN,Open,5/2/2018 7:00,5/2/2018 14:10,21ST AVE N,,,,22,"RESIDENCE, HOME",1,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.17,-86.81,"(36.17, -86.81)",1468
20180250790_21,20180250790,D,DISPATCHED,A,CLEARED BY ARREST,Closed,3/18/2018 21:23,3/18/2018 21:50,900 N GRAYCROFT AVE,37115,1759,727,22,"RESIDENCE, HOME",2,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.279,-86.726,"(36.279, -86.726)",2205
20180511221_11,20180511221,D,DISPATCHED,O,OPEN,Open,6/12/2018 20:06,6/12/2018 20:35,SAINT LOUIS ST,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.18,-86.81,"(36.18, -86.81)",1466
20180520826_22,20180520826,O,,A,CLEARED BY ARREST,Closed,6/15/2018 14:00,6/22/2018 8:11,2300 JACKSON DOWNS BLVD,37214,9403,517,20,"PARKING LOT, GARAGE",2,13B,ASSAULT OF OFFICER - BODILY INJURY,9,PERSONAL (HANDS),2,No,P,POLICE OFFICER,M,W,Non-Hispanic,RESIDENT,36.184,-86.634,"(36.184, -86.634)",2949
20180421311_21,20180421311,D,DISPATCHED,O,OPEN,Open,5/12/2018 16:00,5/12/2018 20:17,MOONLIGHT DR,,,,22,"RESIDENCE, HOME",2,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.25,-86.78,"(36.25, -86.78)",1750
20180071291_11,20180071291,D,DISPATCHED,O,OPEN,Open,1/22/2018 20:10,1/22/2018 20:44,FOREST PARK RD,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.26,-86.7,"(36.26, -86.7)",2441
20180508363_11,20180508363,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,6/11/2018 22:30,6/12/2018 0:25,900 S 8TH CT,37206,1025,211,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.166,-86.755,"(36.166, -86.755)",1959
20180579704_11,20180579704,D,DISPATCHED,A,CLEARED BY ARREST,Closed,7/5/2018 1:00,7/5/2018 4:56,7400 HARNESS DR,37221,4815,125,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.08,-86.937,"(36.08, -86.937)",516
20180271655_11,20180271655,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,3/25/2018 10:02,3/25/2018 10:33,0 LUTIE ST,37210,8355,313,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.117,-86.736,"(36.117, -86.736)",2168
20180369470_11,20180369470,D,DISPATCHED,O,OPEN,Open,4/24/2018 11:00,4/25/2018 18:02,LOVELL ST,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.27,-86.71,"(36.27, -86.71)",2324
20180392917_11,20180392917,S,SUSPECT,A,CLEARED BY ARREST,Closed,5/3/2018 8:00,5/4/2018 8:20,3100 TORBETT ST,37209,4553,613,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.158,-86.823,"(36.158, -86.823)",1415
20180608371_11,20180608371,D,DISPATCHED,A,CLEARED BY ARREST,Closed,7/14/2018 22:00,7/14/2018 23:31,N 1ST ST & DICKERSON PIKE,37207,1963,221,20,"PARKING LOT, GARAGE",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",6,LETHAL/CUTTING INSTRUMENT,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.183,-86.774,"(36.183, -86.774)",1761
20180017432_12,20180017432,D,DISPATCHED,A,CLEARED BY ARREST,Closed,1/6/2018 1:20,1/6/2018 3:32,2400 WOODALE LN,37207,3047,621,22,"RESIDENCE, HOME",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,NON RESIDENT,36.222,-86.801,"(36.222, -86.801)",1571
20180609174_11,20180609174,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/15/2018 6:15,7/15/2018 7:08,15200 OLD HICKORY BLVD,37211,8655,835,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.045,-86.72,"(36.045, -86.72)",2305
20180640294_31,20180640294,D,DISPATCHED,O,OPEN,Open,7/25/2018 3:30,7/25/2018 18:32,ELM HILL PIKE,,,,90,APARTMENT,3,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Hispanic,RESIDENT,36.15,-86.7,"(36.15, -86.7)",2460
20180505601_11,20180505601,D,DISPATCHED,O,OPEN,Open,6/10/2018 22:00,6/11/2018 0:57,N 1ST ST,,,,20,"PARKING LOT, GARAGE",1,13B,ASSAULT- OFFENSIVE OR PROVOCATIVE CONTACT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.17,-86.77,"(36.17, -86.77)",1827
20180549516_11,20180549516,D,DISPATCHED,P,PROSECUTION DECLINED,Closed,6/25/2018 14:13,6/25/2018 17:48,7800 OLD CHARLOTTE PIKE,37209,4707,123,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.118,-86.957,"(36.118, -86.957)",373
20180043752_11,20180043752,D,DISPATCHED,A,CLEARED BY ARREST,Closed,1/14/2018 15:22,1/14/2018 18:16,400 BREWER DR,37211,8715,331,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,UNKNOWN,36.053,-86.713,"(36.053, -86.713)",2362
20180639686_12,20180639686,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/25/2018 14:30,7/25/2018 16:16,200 TENONWOOD CT,37013,8975,335,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,2,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.077,-86.607,"(36.077, -86.607)",3161
20180623385_11,20180623385,D,DISPATCHED,A,CLEARED BY ARREST,Closed,7/19/2018 23:34,7/20/2018 0:14,100 1ST AVE S,37201,4101,415,19,PARK,1,13B,"ASSAULT, DOMESTIC, BODILY INJURY 2ND OFFENSE",9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.162,-86.774,"(36.162, -86.774)",1765
20180361647_11,20180361647,D,DISPATCHED,A,CLEARED BY ARREST,Closed,4/23/2018 9:10,4/23/2018 10:26,6500 PREMIER DR,37209,5023,123,90,APARTMENT,1,13A,AGGRAV ASSLT - FAMILY-WEAPON,7,CLUB,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.144,-86.88,"(36.144, -86.88)",960
20180483171_11,20180483171,D,DISPATCHED,A,CLEARED BY ARREST,Closed,6/3/2018 0:43,6/3/2018 3:43,3300 CREEKWOOD DR,37207,2005,721,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,8,MOTOR VEHICLE,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.235,-86.766,"(36.235, -86.766)",1880
20180550439_11,20180550439,D,DISPATCHED,O,OPEN,Open,6/25/2018 20:57,6/25/2018 21:49,WESTCHESTER DR,,,,22,"RESIDENCE, HOME",1,13A,"Assault, Agg - Deadly Weapon- Int/Kn- Acting in Concert",1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.25,-86.77,"(36.25, -86.77)",1813
20180356876_11,20180356876,D,DISPATCHED,A,CLEARED BY ARREST,Closed,4/21/2018 2:31,4/21/2018 4:40,1700 10TH AVE N,37208,4451,613,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",6,LETHAL/CUTTING INSTRUMENT,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.179,-86.802,"(36.179, -86.802)",1578
20180627088_11,20180627088,D,DISPATCHED,A,CLEARED BY ARREST,Closed,7/21/2018 3:41,7/21/2018 6:20,500 S 6TH ST,37206,1043,211,90,APARTMENT,1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",15,OTHER,1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.168,-86.76,"(36.168, -86.76)",1892
20180482711_11,20180482711,D,DISPATCHED,A,CLEARED BY ARREST,Closed,6/2/2018 21:27,6/2/2018 22:19,400 N 2ND ST,37207,1961,221,22,"RESIDENCE, HOME",1,13A,"ASSAULT, AGGRAVATED - STRANGULATION-INT/KN",9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.179,-86.772,"(36.179, -86.772)",1825
20180423989_17,20180423989,D,DISPATCHED,O,OPEN,Open,5/13/2018 19:35,5/13/2018 21:44,MAY CT S,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),7,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.28,-86.7,"(36.28, -86.7)",2438
20180567572_11,20180567572,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,6/30/2018 21:17,6/30/2018 22:28,900 MURFREESBORO PIKE,37217,8815,531,90,APARTMENT,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.133,-86.721,"(36.133, -86.721)",2290
20180596917_11,20180596917,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/9/2018 22:00,7/10/2018 22:20,400 DRY CREEK RD,37072,2125,725,73,CEMETERY,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.304,-86.742,"(36.304, -86.742)",2069
20180529930_11,20180529930,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,6/15/2018 19:48,6/19/2018 7:05,3100 SHADY TREE LN,37013,8927,335,22,"RESIDENCE, HOME",1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.061,-86.609,"(36.061, -86.609)",3115
20180359338_11,20180359338,D,DISPATCHED,A,CLEARED BY ARREST,Closed,4/22/2018 4:00,4/22/2018 5:19,1100 MERIDIAN ST,37207,1911,221,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",7,CLUB,1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.191,-86.768,"(36.191, -86.768)",1823
20180560208_11,20180560208,D,DISPATCHED,A,CLEARED BY ARREST,Closed,6/28/2018 16:18,6/28/2018 16:42,3300 BLACKWOOD DR,37214,8955,533,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,UNKNOWN,36.151,-86.628,"(36.151, -86.628)",3003
20180613719_11,20180613719,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/15/2018 22:17,7/16/2018 23:50,2400 ALBION ST,37208,5321,615,28,"OTHER, UNKNOWN",1,13A,AGGRAV ASSLT - NONFAMILY-GUN,1,HANDGUN,1,Yes,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,NON RESIDENT,36.166,-86.813,"(36.166, -86.813)",1468
20180388084_12,20180388084,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,5/1/2018 23:00,5/2/2018 1:54,400 TANGLEWOOD CT,37211,8419,317,90,APARTMENT,1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),2,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.082,-86.715,"(36.082, -86.715)",2357
20180500131_11,20180500131,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,6/8/2018 17:30,6/8/2018 18:53,200 SEALEY DR,37115,1711,715,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.27,-86.701,"(36.27, -86.701)",2439
20180489839_11,20180489839,D,DISPATCHED,O,OPEN,Open,6/5/2018 14:00,6/5/2018 15:00,LEMONT DR,,,,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.22,-86.74,"(36.22, -86.74)",2084
20180359285_220,20180359285,D,DISPATCHED,A,CLEARED BY ARREST,Closed,4/22/2018 3:24,4/22/2018 15:15,3600 MURFREESBORO PIKE,37013,8867,333,23,RESTAURANT,2,13A,INTENTIONAL AGGRAVATED ASSAULT,2,RIFLE,20,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.051,-86.616,"(36.051, -86.616)",3069
20180135690_11,20180135690,D,DISPATCHED,A,CLEARED BY ARREST,Closed,2/10/2018 17:11,2/10/2018 19:01,3900 NOLENSVILLE PIKE,37211,8501,831,26,SPECIALTY STORE,1,13C,ASSAULT- FEAR OF BODILY INJURY,17,NONE,1,No,I,INDIVIDUAL (18 AND OVER),F,W,Hispanic,RESIDENT,36.086,-86.73,"(36.086, -86.73)",2238
20180583444_11,20180583444,D,DISPATCHED,O,OPEN,Open,7/6/2018 5:00,7/6/2018 7:19,S 12TH ST,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.16,-86.75,"(36.16, -86.75)",2027
20180283284_11,20180283284,D,DISPATCHED,A,CLEARED BY ARREST,Closed,3/29/2018 0:00,3/29/2018 5:44,2900 HYDES FERRY RD,37218,3157,625,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT - STRANGULATION (NO LOSS OF CONSCIOUSNESS),9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.185,-86.834,"(36.185, -86.834)",1300
20180480094_11,20180480094,D,DISPATCHED,A,CLEARED BY ARREST,Closed,6/1/2018 21:30,6/1/2018 23:04,5000 EDMONDSON PIKE,37211,8661,831,90,APARTMENT,1,13B,SIMPLE ASSLT,15,OTHER,1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.075,-86.73,"(36.075, -86.73)",2240
20180566533_12,20180566533,D,DISPATCHED,O,OPEN,Open,6/30/2018 0:00,6/30/2018 15:45,TOLBERT RD,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),2,No,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.1,-86.92,"(36.1, -86.92)",613
20180064754_11,20180064754,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,1/20/2018 0:40,1/20/2018 0:40,1900 15TH AVE N,37208,4411,611,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.182,-86.809,"(36.182, -86.809)",1522
20180389845_11,20180389845,D,DISPATCHED,J,"JUVENILE, NO CUSTODY",Closed,5/2/2018 13:00,5/2/2018 14:13,5100 COLEMONT DR,37013,8713,321,52,School-College/University,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,RESIDENT,36.058,-86.698,"(36.058, -86.698)",2476
20180579502_12,20180579502,S,SUSPECT,O,OPEN,Open,7/4/2018 20:00,7/5/2018 14:30,4TH AVE N,,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,6,LETHAL/CUTTING INSTRUMENT,2,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,NON RESIDENT,36.16,-86.78,"(36.16, -86.78)",1765
20180469064_11,20180469064,W,WITNESS,O,OPEN,Open,5/29/2018 2:30,5/29/2018 15:11,ERICA PL,,,,22,"RESIDENCE, HOME",1,13A,"Assault, Aggravated - Deadly Weapon - Int/Kn",01S,HANDGUN - SEMIAUTOMATIC,1,Yes,I,INDIVIDUAL (18 AND OVER),F,W,Non-Hispanic,NON RESIDENT,36.11,-86.76,"(36.11, -86.76)",1902
20180394811_11,20180394811,D,DISPATCHED,A,CLEARED BY ARREST,Closed,5/4/2018 1:20,5/4/2018 2:38,14TH AVE S & HORTON AVE,37203,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.14,-86.79,"(36.14, -86.79)",1644
20180348640_11,20180348640,D,DISPATCHED,O,OPEN,Open,4/18/2018 19:00,4/18/2018 19:48,CECIL CT,,,,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.28,-86.77,"(36.28, -86.77)",1808
20180577113_11,20180577113,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,7/4/2018 1:25,7/4/2018 2:07,3200 LEAWOOD DR,37218,3173,625,22,"RESIDENCE, HOME",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.18,-86.835,"(36.18, -86.835)",1301
20180545706_11,20180545706,D,DISPATCHED,O,OPEN,Open,6/24/2018 0:00,6/24/2018 5:08,BROADWAY,,,,13,"HIGHWAY, ROAD, ALLEY",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,B,Non-Hispanic,RESIDENT,36.16,-86.78,"(36.16, -86.78)",1765
20180564905_11,20180564905,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,6/29/2018 22:16,6/30/2018 0:19,2900 BABY RUTH LN,37013,8865,333,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Unknown,UNKNOWN,36.043,-86.64,"(36.043, -86.64)",2924
20180491016_11,20180491016,D,DISPATCHED,R,REFUSED TO COOPERATE,Closed,6/5/2018 22:00,6/5/2018 22:00,300 HICKORY CLUB DR,37013,8865,333,20,"PARKING LOT, GARAGE",1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,Yes,I,INDIVIDUAL (18 AND OVER),F,B,Non-Hispanic,RESIDENT,36.054,-86.642,"(36.054, -86.642)",2923
20180499468_11,20180499468,W,WITNESS,R,REFUSED TO COOPERATE,Closed,5/25/2018 23:00,6/8/2018 15:14,2100 ELM HILL PIKE,37210,9041,513,90,APARTMENT,1,13B,SIMPLE ASSLT,9,PERSONAL (HANDS),1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.15,-86.696,"(36.15, -86.696)",2460
20180528755_11,20180528755,D,DISPATCHED,U,UNFOUNDED,Closed,6/17/2018 15:05,6/18/2018 19:19,4TH AVE N & BROADWAY,37219,,,13,"HIGHWAY, ROAD, ALLEY",1,13A,INTENTIONAL AGGRAVATED ASSAULT,1,HANDGUN,1,No,I,INDIVIDUAL (18 AND OVER),M,W,Non-Hispanic,RESIDENT,36.161,-86.777,"(36.161, -86.777)",1765
